,corpus,model,topic,rater,intrusion,confidence
6237,nytimes,mallet,33,13,1,1
6238,nytimes,mallet,33,17,0,1
6239,nytimes,mallet,33,22,1,1
6240,nytimes,mallet,33,23,1,1
6241,nytimes,mallet,33,24,1,1
6242,nytimes,mallet,33,25,1,1
6243,nytimes,mallet,33,41,1,1
6244,nytimes,mallet,33,44,1,1
6245,nytimes,mallet,33,47,1,1
6246,nytimes,mallet,33,70,1,1
6247,nytimes,mallet,33,72,1,1
6248,nytimes,mallet,33,73,1,1
6249,nytimes,mallet,33,76,0,1
6250,nytimes,mallet,33,87,0,1
6251,nytimes,mallet,33,89,1,1
6252,nytimes,mallet,33,97,0,1
6253,nytimes,mallet,33,99,1,1
6254,nytimes,mallet,33,102,0,1
6255,nytimes,mallet,33,105,0,1
6256,nytimes,mallet,33,110,1,1
6257,nytimes,mallet,33,112,0,1
6258,nytimes,mallet,33,113,1,1
6259,nytimes,mallet,33,115,1,1
6260,nytimes,mallet,33,116,1,1
6261,nytimes,mallet,33,117,1,1
6262,nytimes,mallet,33,126,0,1
6263,nytimes,mallet,33,131,1,1
6264,nytimes,mallet,33,140,0,1
6265,nytimes,mallet,33,146,1,1
6266,nytimes,mallet,33,149,0,1
6267,nytimes,mallet,33,152,0,1
6268,nytimes,mallet,33,156,1,1
6269,nytimes,mallet,33,157,1,0
6270,nytimes,mallet,35,7,0,1
6271,nytimes,mallet,35,13,0,1
6272,nytimes,mallet,35,17,1,1
6273,nytimes,mallet,35,18,0,1
6274,nytimes,mallet,35,22,0,1
6275,nytimes,mallet,35,24,0,1
6276,nytimes,mallet,35,26,0,1
6277,nytimes,mallet,35,27,1,1
6278,nytimes,mallet,35,34,1,1
6279,nytimes,mallet,35,40,0,1
6280,nytimes,mallet,35,42,1,1
6281,nytimes,mallet,35,43,1,1
6282,nytimes,mallet,35,44,1,1
6283,nytimes,mallet,35,46,1,1
6284,nytimes,mallet,35,49,1,1
6285,nytimes,mallet,35,50,1,1
6286,nytimes,mallet,35,54,1,1
6287,nytimes,mallet,35,57,1,1
6288,nytimes,mallet,35,58,1,1
6289,nytimes,mallet,35,62,1,1
6290,nytimes,mallet,35,72,1,1
6291,nytimes,mallet,35,79,1,1
6292,nytimes,mallet,35,80,1,1
6293,nytimes,mallet,35,84,1,1
6294,nytimes,mallet,35,86,1,1
6295,nytimes,mallet,35,88,1,1
6296,nytimes,mallet,35,90,1,1
6297,nytimes,mallet,35,96,1,1
6298,nytimes,mallet,35,99,1,1
6299,nytimes,mallet,35,110,1,1
6300,nytimes,mallet,35,118,1,1
6301,nytimes,mallet,35,121,1,1
6302,nytimes,mallet,35,122,1,1
6303,nytimes,mallet,35,123,1,1
6304,nytimes,mallet,35,127,1,1
6305,nytimes,mallet,35,133,1,1
6306,nytimes,mallet,35,141,1,1
6307,nytimes,mallet,35,142,1,1
6308,nytimes,mallet,35,144,1,1
6309,nytimes,mallet,35,147,1,1
6310,nytimes,mallet,35,148,1,1
6311,nytimes,mallet,35,152,0,1
6312,nytimes,mallet,35,157,1,1
6313,nytimes,mallet,13,4,1,1
6314,nytimes,mallet,13,6,1,1
6315,nytimes,mallet,13,7,1,1
6316,nytimes,mallet,13,9,1,1
6317,nytimes,mallet,13,16,1,1
6318,nytimes,mallet,13,20,1,1
6319,nytimes,mallet,13,21,1,1
6320,nytimes,mallet,13,36,1,1
6321,nytimes,mallet,13,43,1,1
6322,nytimes,mallet,13,46,0,1
6323,nytimes,mallet,13,50,1,1
6324,nytimes,mallet,13,53,0,1
6325,nytimes,mallet,13,55,0,1
6326,nytimes,mallet,13,58,1,1
6327,nytimes,mallet,13,60,1,1
6328,nytimes,mallet,13,63,0,1
6329,nytimes,mallet,13,64,1,1
6330,nytimes,mallet,13,67,1,1
6331,nytimes,mallet,13,69,1,1
6332,nytimes,mallet,13,70,1,1
6333,nytimes,mallet,13,74,1,1
6334,nytimes,mallet,13,75,1,1
6335,nytimes,mallet,13,76,0,1
6336,nytimes,mallet,13,77,1,1
6337,nytimes,mallet,13,78,1,1
6338,nytimes,mallet,13,85,1,1
6339,nytimes,mallet,13,88,1,1
6340,nytimes,mallet,13,90,1,1
6341,nytimes,mallet,13,94,1,1
6342,nytimes,mallet,13,96,1,1
6343,nytimes,mallet,13,98,1,1
6344,nytimes,mallet,13,102,1,1
6345,nytimes,mallet,13,109,1,1
6346,nytimes,mallet,13,124,1,1
6347,nytimes,mallet,13,125,1,1
6348,nytimes,mallet,13,126,1,1
6349,nytimes,mallet,13,133,1,1
6350,nytimes,mallet,13,143,0,1
6351,nytimes,mallet,13,145,1,0
6352,nytimes,mallet,13,149,1,1
6353,nytimes,mallet,13,160,0,1
6354,nytimes,mallet,31,0,0,1
6355,nytimes,mallet,31,4,0,0
6356,nytimes,mallet,31,5,0,1
6357,nytimes,mallet,31,7,1,1
6358,nytimes,mallet,31,8,1,1
6359,nytimes,mallet,31,10,0,0
6360,nytimes,mallet,31,16,1,1
6361,nytimes,mallet,31,18,1,1
6362,nytimes,mallet,31,23,1,1
6363,nytimes,mallet,31,29,1,1
6364,nytimes,mallet,31,37,1,1
6365,nytimes,mallet,31,43,1,1
6366,nytimes,mallet,31,47,1,1
6367,nytimes,mallet,31,51,1,1
6368,nytimes,mallet,31,55,1,1
6369,nytimes,mallet,31,59,1,1
6370,nytimes,mallet,31,60,1,1
6371,nytimes,mallet,31,66,1,1
6372,nytimes,mallet,31,73,1,1
6373,nytimes,mallet,31,77,1,1
6374,nytimes,mallet,31,85,1,1
6375,nytimes,mallet,31,94,1,1
6376,nytimes,mallet,31,96,1,1
6377,nytimes,mallet,31,113,1,1
6378,nytimes,mallet,31,114,1,1
6379,nytimes,mallet,31,115,1,1
6380,nytimes,mallet,31,116,1,1
6381,nytimes,mallet,31,117,1,1
6382,nytimes,mallet,31,118,1,1
6383,nytimes,mallet,31,120,1,1
6384,nytimes,mallet,31,122,1,1
6385,nytimes,mallet,31,124,1,1
6386,nytimes,mallet,31,127,1,1
6387,nytimes,mallet,31,131,1,1
6388,nytimes,mallet,31,133,1,1
6389,nytimes,mallet,31,149,1,0
6390,nytimes,mallet,31,150,1,1
6391,nytimes,mallet,2,5,1,1
6392,nytimes,mallet,2,11,1,1
6393,nytimes,mallet,2,12,1,1
6394,nytimes,mallet,2,18,1,1
6395,nytimes,mallet,2,19,1,1
6396,nytimes,mallet,2,24,1,1
6397,nytimes,mallet,2,29,1,1
6398,nytimes,mallet,2,32,1,1
6399,nytimes,mallet,2,33,1,1
6400,nytimes,mallet,2,34,1,1
6401,nytimes,mallet,2,35,1,1
6402,nytimes,mallet,2,37,1,1
6403,nytimes,mallet,2,42,1,1
6404,nytimes,mallet,2,47,1,1
6405,nytimes,mallet,2,48,1,1
6406,nytimes,mallet,2,51,1,1
6407,nytimes,mallet,2,53,1,1
6408,nytimes,mallet,2,57,1,1
6409,nytimes,mallet,2,60,1,1
6410,nytimes,mallet,2,65,0,1
6411,nytimes,mallet,2,68,0,1
6412,nytimes,mallet,2,72,1,1
6413,nytimes,mallet,2,75,0,1
6414,nytimes,mallet,2,78,1,1
6415,nytimes,mallet,2,79,1,1
6416,nytimes,mallet,2,84,1,1
6417,nytimes,mallet,2,95,1,1
6418,nytimes,mallet,2,98,1,1
6419,nytimes,mallet,2,102,1,1
6420,nytimes,mallet,2,105,0,1
6421,nytimes,mallet,2,107,1,1
6422,nytimes,mallet,2,112,0,1
6423,nytimes,mallet,2,114,1,1
6424,nytimes,mallet,2,119,1,1
6425,nytimes,mallet,2,123,1,1
6426,nytimes,mallet,2,126,1,1
6427,nytimes,mallet,2,135,1,1
6428,nytimes,mallet,2,140,1,1
6429,nytimes,mallet,2,151,1,1
6430,nytimes,mallet,37,3,1,1
6431,nytimes,mallet,37,8,1,1
6432,nytimes,mallet,37,20,0,1
6433,nytimes,mallet,37,25,1,1
6434,nytimes,mallet,37,28,1,1
6435,nytimes,mallet,37,32,0,1
6436,nytimes,mallet,37,49,0,1
6437,nytimes,mallet,37,58,0,1
6438,nytimes,mallet,37,67,0,1
6439,nytimes,mallet,37,68,0,1
6440,nytimes,mallet,37,77,0,1
6441,nytimes,mallet,37,80,0,1
6442,nytimes,mallet,37,83,0,1
6443,nytimes,mallet,37,84,0,1
6444,nytimes,mallet,37,85,0,1
6445,nytimes,mallet,37,93,0,1
6446,nytimes,mallet,37,99,1,1
6447,nytimes,mallet,37,107,0,1
6448,nytimes,mallet,37,121,1,1
6449,nytimes,mallet,37,124,1,1
6450,nytimes,mallet,37,132,1,1
6451,nytimes,mallet,37,137,1,1
6452,nytimes,mallet,37,139,1,1
6453,nytimes,mallet,37,143,1,1
6454,nytimes,mallet,37,144,0,1
6455,nytimes,mallet,37,146,1,1
6456,nytimes,mallet,37,149,1,1
6457,nytimes,mallet,37,150,1,1
6458,nytimes,mallet,37,151,1,1
6459,nytimes,mallet,37,152,0,0
6460,nytimes,mallet,37,154,1,1
6461,nytimes,mallet,37,158,1,1
6462,nytimes,mallet,12,0,0,1
6463,nytimes,mallet,12,2,1,1
6464,nytimes,mallet,12,3,1,1
6465,nytimes,mallet,12,11,0,1
6466,nytimes,mallet,12,13,1,1
6467,nytimes,mallet,12,21,1,1
6468,nytimes,mallet,12,27,0,1
6469,nytimes,mallet,12,29,1,1
6470,nytimes,mallet,12,30,0,1
6471,nytimes,mallet,12,35,1,1
6472,nytimes,mallet,12,38,0,1
6473,nytimes,mallet,12,40,1,1
6474,nytimes,mallet,12,43,0,1
6475,nytimes,mallet,12,45,1,1
6476,nytimes,mallet,12,52,1,1
6477,nytimes,mallet,12,56,1,1
6478,nytimes,mallet,12,57,1,1
6479,nytimes,mallet,12,61,1,1
6480,nytimes,mallet,12,73,1,1
6481,nytimes,mallet,12,79,1,1
6482,nytimes,mallet,12,80,1,1
6483,nytimes,mallet,12,82,0,1
6484,nytimes,mallet,12,86,0,1
6485,nytimes,mallet,12,89,1,1
6486,nytimes,mallet,12,93,0,1
6487,nytimes,mallet,12,94,1,1
6488,nytimes,mallet,12,100,1,1
6489,nytimes,mallet,12,103,1,1
6490,nytimes,mallet,12,104,0,1
6491,nytimes,mallet,12,105,1,1
6492,nytimes,mallet,12,106,1,1
6493,nytimes,mallet,12,107,0,1
6494,nytimes,mallet,12,125,1,1
6495,nytimes,mallet,12,127,1,1
6496,nytimes,mallet,12,132,1,1
6497,nytimes,mallet,12,135,1,1
6498,nytimes,mallet,12,137,1,1
6499,nytimes,mallet,12,138,1,1
6500,nytimes,mallet,12,139,1,1
6501,nytimes,mallet,12,140,1,1
6502,nytimes,mallet,12,154,1,1
6503,nytimes,mallet,12,156,1,1
6504,nytimes,mallet,9,9,0,1
6505,nytimes,mallet,9,12,0,1
6506,nytimes,mallet,9,14,0,1
6507,nytimes,mallet,9,22,0,1
6508,nytimes,mallet,9,29,0,1
6509,nytimes,mallet,9,32,0,1
6510,nytimes,mallet,9,33,0,1
6511,nytimes,mallet,9,39,0,1
6512,nytimes,mallet,9,41,1,1
6513,nytimes,mallet,9,45,1,1
6514,nytimes,mallet,9,47,0,1
6515,nytimes,mallet,9,48,0,1
6516,nytimes,mallet,9,50,0,1
6517,nytimes,mallet,9,52,0,1
6518,nytimes,mallet,9,61,0,1
6519,nytimes,mallet,9,63,0,1
6520,nytimes,mallet,9,65,0,1
6521,nytimes,mallet,9,68,1,1
6522,nytimes,mallet,9,73,0,1
6523,nytimes,mallet,9,74,1,1
6524,nytimes,mallet,9,78,0,1
6525,nytimes,mallet,9,79,1,1
6526,nytimes,mallet,9,80,0,1
6527,nytimes,mallet,9,81,0,1
6528,nytimes,mallet,9,83,1,1
6529,nytimes,mallet,9,85,0,1
6530,nytimes,mallet,9,86,0,1
6531,nytimes,mallet,9,87,0,1
6532,nytimes,mallet,9,90,0,1
6533,nytimes,mallet,9,97,1,1
6534,nytimes,mallet,9,100,1,1
6535,nytimes,mallet,9,101,1,1
6536,nytimes,mallet,9,104,1,1
6537,nytimes,mallet,9,109,1,1
6538,nytimes,mallet,9,111,0,1
6539,nytimes,mallet,9,135,0,1
6540,nytimes,mallet,9,137,1,1
6541,nytimes,mallet,9,145,1,1
6542,nytimes,mallet,9,149,0,1
6543,nytimes,mallet,9,151,0,1
6544,nytimes,mallet,9,153,0,1
6545,nytimes,mallet,9,154,0,1
6546,nytimes,mallet,9,160,0,1
6547,nytimes,mallet,6,7,1,1
6548,nytimes,mallet,6,20,1,1
6549,nytimes,mallet,6,21,1,1
6550,nytimes,mallet,6,28,1,1
6551,nytimes,mallet,6,30,0,1
6552,nytimes,mallet,6,32,1,1
6553,nytimes,mallet,6,35,1,1
6554,nytimes,mallet,6,41,1,1
6555,nytimes,mallet,6,45,1,1
6556,nytimes,mallet,6,65,1,1
6557,nytimes,mallet,6,69,1,1
6558,nytimes,mallet,6,72,1,1
6559,nytimes,mallet,6,73,1,1
6560,nytimes,mallet,6,76,1,1
6561,nytimes,mallet,6,80,1,1
6562,nytimes,mallet,6,82,0,1
6563,nytimes,mallet,6,83,1,1
6564,nytimes,mallet,6,89,1,1
6565,nytimes,mallet,6,94,1,1
6566,nytimes,mallet,6,96,1,1
6567,nytimes,mallet,6,97,0,1
6568,nytimes,mallet,6,100,1,1
6569,nytimes,mallet,6,102,1,1
6570,nytimes,mallet,6,103,1,1
6571,nytimes,mallet,6,108,0,0
6572,nytimes,mallet,6,115,1,1
6573,nytimes,mallet,6,116,1,1
6574,nytimes,mallet,6,117,1,1
6575,nytimes,mallet,6,123,0,1
6576,nytimes,mallet,6,128,0,1
6577,nytimes,mallet,6,134,0,1
6578,nytimes,mallet,6,137,0,1
6579,nytimes,mallet,6,138,0,1
6580,nytimes,mallet,6,140,0,1
6581,nytimes,mallet,6,141,0,1
6582,nytimes,mallet,6,144,0,1
6583,nytimes,mallet,6,147,0,1
6584,nytimes,mallet,6,150,0,1
6585,nytimes,mallet,6,152,0,0
6586,nytimes,mallet,6,158,0,1
6587,nytimes,mallet,40,3,1,1
6588,nytimes,mallet,40,5,1,1
6589,nytimes,mallet,40,6,1,1
6590,nytimes,mallet,40,17,1,1
6591,nytimes,mallet,40,18,1,1
6592,nytimes,mallet,40,20,1,1
6593,nytimes,mallet,40,28,1,1
6594,nytimes,mallet,40,30,0,1
6595,nytimes,mallet,40,31,1,1
6596,nytimes,mallet,40,32,0,1
6597,nytimes,mallet,40,38,1,1
6598,nytimes,mallet,40,39,1,1
6599,nytimes,mallet,40,44,1,1
6600,nytimes,mallet,40,46,1,1
6601,nytimes,mallet,40,50,1,1
6602,nytimes,mallet,40,51,1,1
6603,nytimes,mallet,40,54,1,1
6604,nytimes,mallet,40,61,1,1
6605,nytimes,mallet,40,66,1,1
6606,nytimes,mallet,40,67,1,1
6607,nytimes,mallet,40,71,1,1
6608,nytimes,mallet,40,73,1,1
6609,nytimes,mallet,40,79,1,1
6610,nytimes,mallet,40,81,1,1
6611,nytimes,mallet,40,82,1,1
6612,nytimes,mallet,40,89,1,1
6613,nytimes,mallet,40,93,1,1
6614,nytimes,mallet,40,102,1,1
6615,nytimes,mallet,40,113,1,1
6616,nytimes,mallet,40,115,1,1
6617,nytimes,mallet,40,117,1,1
6618,nytimes,mallet,40,125,1,1
6619,nytimes,mallet,40,129,0,1
6620,nytimes,mallet,40,133,0,1
6621,nytimes,mallet,40,135,0,1
6622,nytimes,mallet,40,137,1,1
6623,nytimes,mallet,40,141,0,1
6624,nytimes,mallet,40,147,1,1
6625,nytimes,mallet,40,148,0,1
6626,nytimes,mallet,40,153,1,1
6627,nytimes,mallet,43,7,1,1
6628,nytimes,mallet,43,17,1,1
6629,nytimes,mallet,43,19,1,1
6630,nytimes,mallet,43,26,1,1
6631,nytimes,mallet,43,31,1,1
6632,nytimes,mallet,43,32,1,1
6633,nytimes,mallet,43,38,1,1
6634,nytimes,mallet,43,40,1,1
6635,nytimes,mallet,43,42,1,1
6636,nytimes,mallet,43,43,1,1
6637,nytimes,mallet,43,50,1,1
6638,nytimes,mallet,43,52,1,1
6639,nytimes,mallet,43,53,1,1
6640,nytimes,mallet,43,54,1,1
6641,nytimes,mallet,43,55,1,1
6642,nytimes,mallet,43,58,1,1
6643,nytimes,mallet,43,59,1,1
6644,nytimes,mallet,43,62,1,1
6645,nytimes,mallet,43,65,1,1
6646,nytimes,mallet,43,69,1,1
6647,nytimes,mallet,43,83,1,1
6648,nytimes,mallet,43,85,1,1
6649,nytimes,mallet,43,92,1,1
6650,nytimes,mallet,43,94,1,1
6651,nytimes,mallet,43,95,0,1
6652,nytimes,mallet,43,107,1,1
6653,nytimes,mallet,43,108,1,1
6654,nytimes,mallet,43,111,1,1
6655,nytimes,mallet,43,115,1,1
6656,nytimes,mallet,43,122,1,1
6657,nytimes,mallet,43,137,1,1
6658,nytimes,mallet,43,138,1,1
6659,nytimes,mallet,43,140,1,1
6660,nytimes,mallet,43,143,0,1
6661,nytimes,mallet,43,144,1,1
6662,nytimes,mallet,43,145,1,1
6663,nytimes,mallet,43,147,1,1
6664,nytimes,mallet,43,148,1,1
6665,nytimes,mallet,43,150,0,1
6666,nytimes,mallet,43,151,1,1
6667,nytimes,mallet,43,154,1,1
6668,nytimes,mallet,43,158,1,1
6669,nytimes,mallet,43,160,1,1
6670,nytimes,mallet,10,1,1,1
6671,nytimes,mallet,10,6,0,1
6672,nytimes,mallet,10,7,1,1
6673,nytimes,mallet,10,17,0,1
6674,nytimes,mallet,10,25,0,1
6675,nytimes,mallet,10,37,0,1
6676,nytimes,mallet,10,39,1,1
6677,nytimes,mallet,10,44,1,1
6678,nytimes,mallet,10,49,1,1
6679,nytimes,mallet,10,53,1,1
6680,nytimes,mallet,10,55,1,1
6681,nytimes,mallet,10,59,1,1
6682,nytimes,mallet,10,61,0,1
6683,nytimes,mallet,10,65,0,1
6684,nytimes,mallet,10,67,0,1
6685,nytimes,mallet,10,71,1,1
6686,nytimes,mallet,10,81,1,1
6687,nytimes,mallet,10,93,1,1
6688,nytimes,mallet,10,94,0,1
6689,nytimes,mallet,10,96,1,1
6690,nytimes,mallet,10,104,0,1
6691,nytimes,mallet,10,108,0,1
6692,nytimes,mallet,10,110,0,1
6693,nytimes,mallet,10,111,1,1
6694,nytimes,mallet,10,112,0,1
6695,nytimes,mallet,10,116,0,1
6696,nytimes,mallet,10,121,1,1
6697,nytimes,mallet,10,124,0,1
6698,nytimes,mallet,10,129,0,1
6699,nytimes,mallet,10,137,0,1
6700,nytimes,mallet,10,138,1,1
6701,nytimes,mallet,10,139,0,1
6702,nytimes,mallet,10,145,1,1
6703,nytimes,mallet,10,147,1,1
6704,nytimes,mallet,10,151,0,1
6705,nytimes,mallet,10,153,1,1
6706,nytimes,mallet,10,155,1,1
6707,nytimes,mallet,44,5,0,1
6708,nytimes,mallet,44,6,0,1
6709,nytimes,mallet,44,8,1,1
6710,nytimes,mallet,44,16,1,1
6711,nytimes,mallet,44,17,0,1
6712,nytimes,mallet,44,19,1,1
6713,nytimes,mallet,44,23,0,1
6714,nytimes,mallet,44,25,1,1
6715,nytimes,mallet,44,31,1,1
6716,nytimes,mallet,44,37,1,1
6717,nytimes,mallet,44,38,0,1
6718,nytimes,mallet,44,43,0,1
6719,nytimes,mallet,44,44,0,1
6720,nytimes,mallet,44,46,1,1
6721,nytimes,mallet,44,50,0,1
6722,nytimes,mallet,44,58,1,1
6723,nytimes,mallet,44,62,0,1
6724,nytimes,mallet,44,64,0,1
6725,nytimes,mallet,44,68,0,1
6726,nytimes,mallet,44,70,0,1
6727,nytimes,mallet,44,74,0,1
6728,nytimes,mallet,44,75,0,1
6729,nytimes,mallet,44,76,0,1
6730,nytimes,mallet,44,77,1,1
6731,nytimes,mallet,44,79,1,1
6732,nytimes,mallet,44,83,1,1
6733,nytimes,mallet,44,84,0,1
6734,nytimes,mallet,44,95,0,1
6735,nytimes,mallet,44,103,0,1
6736,nytimes,mallet,44,106,0,1
6737,nytimes,mallet,44,111,0,1
6738,nytimes,mallet,44,112,0,1
6739,nytimes,mallet,44,117,1,1
6740,nytimes,mallet,44,119,0,1
6741,nytimes,mallet,44,121,0,1
6742,nytimes,mallet,44,122,0,1
6743,nytimes,mallet,44,124,0,1
6744,nytimes,mallet,44,129,0,1
6745,nytimes,mallet,44,143,0,1
6746,nytimes,mallet,44,145,0,1
6747,nytimes,mallet,44,151,0,1
6748,nytimes,mallet,44,154,1,1
6749,nytimes,mallet,44,157,1,0
6750,nytimes,mallet,44,159,0,1
6751,nytimes,mallet,32,8,1,1
6752,nytimes,mallet,32,9,1,1
6753,nytimes,mallet,32,12,1,1
6754,nytimes,mallet,32,15,1,1
6755,nytimes,mallet,32,18,1,1
6756,nytimes,mallet,32,22,0,1
6757,nytimes,mallet,32,23,1,1
6758,nytimes,mallet,32,25,1,1
6759,nytimes,mallet,32,27,1,1
6760,nytimes,mallet,32,36,1,1
6761,nytimes,mallet,32,40,1,1
6762,nytimes,mallet,32,52,1,1
6763,nytimes,mallet,32,56,0,1
6764,nytimes,mallet,32,58,1,1
6765,nytimes,mallet,32,71,1,1
6766,nytimes,mallet,32,72,1,1
6767,nytimes,mallet,32,82,1,1
6768,nytimes,mallet,32,86,1,1
6769,nytimes,mallet,32,94,1,1
6770,nytimes,mallet,32,107,1,1
6771,nytimes,mallet,32,113,1,1
6772,nytimes,mallet,32,115,1,1
6773,nytimes,mallet,32,116,1,1
6774,nytimes,mallet,32,119,0,1
6775,nytimes,mallet,32,121,1,1
6776,nytimes,mallet,32,124,1,1
6777,nytimes,mallet,32,127,0,1
6778,nytimes,mallet,32,131,0,1
6779,nytimes,mallet,32,141,1,1
6780,nytimes,mallet,32,142,1,1
6781,nytimes,mallet,32,143,0,1
6782,nytimes,mallet,32,150,1,1
6783,nytimes,mallet,32,151,1,1
6784,nytimes,mallet,29,0,1,1
6785,nytimes,mallet,29,3,1,1
6786,nytimes,mallet,29,16,0,1
6787,nytimes,mallet,29,17,1,1
6788,nytimes,mallet,29,19,1,1
6789,nytimes,mallet,29,20,1,1
6790,nytimes,mallet,29,21,1,1
6791,nytimes,mallet,29,25,1,1
6792,nytimes,mallet,29,27,1,1
6793,nytimes,mallet,29,28,1,1
6794,nytimes,mallet,29,29,1,1
6795,nytimes,mallet,29,38,1,1
6796,nytimes,mallet,29,39,1,1
6797,nytimes,mallet,29,40,1,1
6798,nytimes,mallet,29,42,1,1
6799,nytimes,mallet,29,46,1,1
6800,nytimes,mallet,29,50,1,1
6801,nytimes,mallet,29,56,1,1
6802,nytimes,mallet,29,58,1,1
6803,nytimes,mallet,29,59,1,1
6804,nytimes,mallet,29,63,1,1
6805,nytimes,mallet,29,65,1,1
6806,nytimes,mallet,29,67,1,1
6807,nytimes,mallet,29,69,1,1
6808,nytimes,mallet,29,75,0,1
6809,nytimes,mallet,29,79,0,1
6810,nytimes,mallet,29,83,1,1
6811,nytimes,mallet,29,96,0,1
6812,nytimes,mallet,29,101,0,1
6813,nytimes,mallet,29,104,1,1
6814,nytimes,mallet,29,106,1,1
6815,nytimes,mallet,29,107,1,1
6816,nytimes,mallet,29,117,1,1
6817,nytimes,mallet,29,118,1,1
6818,nytimes,mallet,29,120,1,1
6819,nytimes,mallet,29,124,1,1
6820,nytimes,mallet,29,127,1,1
6821,nytimes,mallet,29,130,1,1
6822,nytimes,mallet,29,139,0,1
6823,nytimes,mallet,29,143,0,1
6824,nytimes,mallet,29,146,0,1
6825,nytimes,mallet,29,150,1,1
6826,nytimes,mallet,29,152,0,1
6827,nytimes,mallet,29,159,1,1
6828,nytimes,mallet,39,0,1,1
6829,nytimes,mallet,39,5,1,1
6830,nytimes,mallet,39,9,1,1
6831,nytimes,mallet,39,13,1,1
6832,nytimes,mallet,39,30,1,1
6833,nytimes,mallet,39,31,1,1
6834,nytimes,mallet,39,32,1,1
6835,nytimes,mallet,39,35,1,1
6836,nytimes,mallet,39,41,1,1
6837,nytimes,mallet,39,45,1,1
6838,nytimes,mallet,39,47,1,1
6839,nytimes,mallet,39,48,1,1
6840,nytimes,mallet,39,56,1,1
6841,nytimes,mallet,39,57,1,1
6842,nytimes,mallet,39,72,1,1
6843,nytimes,mallet,39,74,1,1
6844,nytimes,mallet,39,76,1,1
6845,nytimes,mallet,39,78,1,1
6846,nytimes,mallet,39,80,1,1
6847,nytimes,mallet,39,82,1,1
6848,nytimes,mallet,39,87,1,1
6849,nytimes,mallet,39,88,1,1
6850,nytimes,mallet,39,92,1,1
6851,nytimes,mallet,39,94,1,1
6852,nytimes,mallet,39,95,1,1
6853,nytimes,mallet,39,97,1,1
6854,nytimes,mallet,39,98,1,1
6855,nytimes,mallet,39,106,1,1
6856,nytimes,mallet,39,108,1,1
6857,nytimes,mallet,39,113,1,1
6858,nytimes,mallet,39,116,1,1
6859,nytimes,mallet,39,119,1,1
6860,nytimes,mallet,39,129,1,1
6861,nytimes,mallet,39,131,1,1
6862,nytimes,mallet,39,134,1,1
6863,nytimes,mallet,39,138,1,1
6864,nytimes,mallet,39,156,1,1
6865,nytimes,mallet,39,157,1,1
6866,nytimes,mallet,39,159,1,1
6867,nytimes,mallet,39,160,1,1
6868,nytimes,mallet,28,2,0,1
6869,nytimes,mallet,28,7,0,1
6870,nytimes,mallet,28,9,0,1
6871,nytimes,mallet,28,11,1,1
6872,nytimes,mallet,28,12,0,1
6873,nytimes,mallet,28,14,1,1
6874,nytimes,mallet,28,15,0,1
6875,nytimes,mallet,28,16,0,1
6876,nytimes,mallet,28,19,1,1
6877,nytimes,mallet,28,22,0,1
6878,nytimes,mallet,28,26,1,1
6879,nytimes,mallet,28,28,1,1
6880,nytimes,mallet,28,30,0,1
6881,nytimes,mallet,28,31,0,1
6882,nytimes,mallet,28,32,0,1
6883,nytimes,mallet,28,33,0,1
6884,nytimes,mallet,28,36,0,1
6885,nytimes,mallet,28,45,0,1
6886,nytimes,mallet,28,47,1,1
6887,nytimes,mallet,28,48,0,1
6888,nytimes,mallet,28,52,1,1
6889,nytimes,mallet,28,53,0,1
6890,nytimes,mallet,28,56,0,1
6891,nytimes,mallet,28,57,0,1
6892,nytimes,mallet,28,61,0,1
6893,nytimes,mallet,28,65,0,1
6894,nytimes,mallet,28,72,1,1
6895,nytimes,mallet,28,75,1,1
6896,nytimes,mallet,28,86,0,1
6897,nytimes,mallet,28,90,0,1
6898,nytimes,mallet,28,91,0,1
6899,nytimes,mallet,28,95,0,1
6900,nytimes,mallet,28,107,0,1
6901,nytimes,mallet,28,114,0,1
6902,nytimes,mallet,28,120,0,1
6903,nytimes,mallet,28,123,0,1
6904,nytimes,mallet,28,124,0,1
6905,nytimes,mallet,28,125,0,1
6906,nytimes,mallet,28,133,0,1
6907,nytimes,mallet,28,142,0,1
6908,nytimes,mallet,28,146,0,1
6909,nytimes,mallet,28,149,0,1
6910,nytimes,mallet,48,4,1,1
6911,nytimes,mallet,48,6,1,1
6912,nytimes,mallet,48,10,1,1
6913,nytimes,mallet,48,15,1,1
6914,nytimes,mallet,48,16,0,1
6915,nytimes,mallet,48,21,1,1
6916,nytimes,mallet,48,29,1,1
6917,nytimes,mallet,48,31,1,1
6918,nytimes,mallet,48,35,1,1
6919,nytimes,mallet,48,39,1,1
6920,nytimes,mallet,48,50,1,1
6921,nytimes,mallet,48,64,0,1
6922,nytimes,mallet,48,65,0,1
6923,nytimes,mallet,48,67,1,1
6924,nytimes,mallet,48,72,1,1
6925,nytimes,mallet,48,82,1,1
6926,nytimes,mallet,48,84,1,1
6927,nytimes,mallet,48,85,1,1
6928,nytimes,mallet,48,88,1,1
6929,nytimes,mallet,48,90,1,1
6930,nytimes,mallet,48,91,1,1
6931,nytimes,mallet,48,94,1,1
6932,nytimes,mallet,48,95,1,1
6933,nytimes,mallet,48,96,1,1
6934,nytimes,mallet,48,101,0,1
